Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-07 16:00:00,27.0,54.33441603408858,
Mumbai,2025-01-07 17:00:00,27.0,44.83094235963196,
Mumbai,2025-01-07 18:00:00,22.0,79.04974656784833,1011.9
Mumbai,2025-01-07 19:00:00,26.0,44.557102524016656,
Mumbai,2025-01-07 20:00:00,25.0,47.2840066651506,
Mumbai,2025-01-07 21:00:00,24.4,57.616018760164046,1010.5
Mumbai,2025-01-07 22:00:00,24.0,50.200126046479014,
Mumbai,2025-01-07 23:00:00,24.0,47.01278154897936,
Mumbai,2025-01-08 00:00:00,21.4,61.92008126297963,1010.9
Mumbai,2025-01-08 01:00:00,23.0,53.3200727790885,
Mumbai,2025-01-08 02:00:00,23.0,53.3200727790885,
Mumbai,2025-01-08 03:00:00,21.0,68.1361982731892,1013.6
Mumbai,2025-01-08 04:00:00,25.0,47.2840066651506,
Mumbai,2025-01-08 05:00:00,27.0,42.005936969816645,
Mumbai,2025-01-08 06:00:00,29.4,41.58511230854061,1013.9
Mumbai,2025-01-08 07:00:00,30.0,35.28720543774307,
Mumbai,2025-01-08 08:00:00,31.0,33.32379184656068,
Mumbai,2025-01-08 09:00:00,31.8,43.321177350868766,1010.6
Mumbai,2025-01-08 10:00:00,30.0,45.6437789332581,
Mumbai,2025-01-08 11:00:00,29.0,45.37427975672665,
Mumbai,2025-01-08 12:00:00,28.6,47.63785276074488,1010.0
Mumbai,2025-01-08 13:00:00,28.0,45.103334544997125,
Mumbai,2025-01-08 14:00:00,27.0,50.98677157890719,
Mumbai,2025-01-08 15:00:00,25.8,59.06407540325651,1011.7
Mumbai,2025-01-08 16:00:00,27.0,50.98677157890719,
Mumbai,2025-01-08 17:00:00,27.0,44.83094235963196,
Mumbai,2025-01-08 18:00:00,21.8,72.32987810546678,1012.4
Mumbai,2025-01-08 19:00:00,25.0,47.2840066651506,
Mumbai,2025-01-08 20:00:00,25.0,47.2840066651506,
Mumbai,2025-01-08 21:00:00,21.6,65.25391544185001,1011.6
Mumbai,2025-01-08 22:00:00,24.0,50.200126046479014,
Mumbai,2025-01-08 23:00:00,24.0,50.200126046479014,
Mumbai,2025-01-09 00:00:00,19.4,71.8963196457012,1011.3
Mumbai,2025-01-09 01:00:00,23.0,49.934634256058565,
Mumbai,2025-01-09 02:00:00,23.0,49.934634256058565,
Mumbai,2025-01-09 03:00:00,21.0,64.70523940925912,1013.7
